typification	typificationLabel
Q180725	0b5b6742-a48d-40be-8ad2-94a5e0f69418: holotype of Thelymitra lucida Jeanes
Q180726	0b625511-05a7-4469-b016-4b1195ba1e57: holotype of Caladenia multiplex A.P.Br. & R.D.Phillips
Q180727	0b65acdb-f4b3-4e73-a726-d4263287d9f7: isotype of Pluchea punctata A.R.Bean
Q180728	0b6a1568-02b1-4ebd-bfec-6725a1d7e1d8: holotype of Eremophila eversa Chinnock
Q180729	0b6df95880118541b39484ab2a46e6ef: isotype of Cosmos juxtlahuacensis Panero & Villaseñor
Q180730	0b739d33-3538-407f-9eac-2ea67ba5cad8: isotype of Boronia cremnophila R.L.Barrett, M.D.Barrett & Duretto
Q180731	0b744ce5-7288-43f7-89a3-3e513a46f38d: holotype of Rourea densiflora Steyerm.
Q180732	0b79281a-c287-4192-b30c-effea03a72ef: holotype of Pleurothallis cuatrecasasii Luer
Q180733	0b815fe5-f362-48a0-b1d3-0f4830dc7200: holotype of Senecio pinnatifolius var. serratus I.Thomps.
Q180744	0b9e4a52-ba8b-11e3-8cfe-90b11c41863e: isotype of Eleocharis acicularis var. porcata S.G.Sm.
Q180745	0ba0c688-1adb-40ed-a49a-512445aff377: isotype of Caladenia christineae Hopper & A.P.Br.
Q180746	0ba161f8-998c-46f1-9b58-7e520ccb36e0: holotype of Boronia pilosa subsp. parvidaemonis Duretto
Q180747	0ba2765a-f0b8-4d81-ab0a-8aa6ff244dda: holotype of Sommera zygocalyx L.O.Williams
Q180748	0ba33a9c-b268-4ab5-a9a3-c1575b4c8f84: isotype of Bunochilus umbrinus D.L.Jones
Q180749	0ba36c9f-ba8b-11e3-8cfe-90b11c41863e: isotype of Carex missouriensis P.Rothr. & Reznicek
Q180750	0ba4e438-e1c7-4cf3-8675-061027a78e21: isotype of Mimosa urticaria Barneby
Q180751	0ba60eb2-3c5c-4a9e-83e0-126cebb523fc: holotype of Haemodorum interrex R.L.Barrett & M.D.Barrett
Q180752	0ba86bf2-4ebb-47f4-84ec-bf60df7fc48e: isotype of Ivesia rhypara Ertter & Reveal
Q180753	0ba92b1d-c7bc-4c57-994b-77b1f7f849dc: isotype of Malacothrix phaeocarpa W.S.Davis
Q180734	0b82ad43-fb41-410b-aa28-d7b64561ef57: holotype of Hypericum valleanum N.Robson
Q180735	0b867374-b42d-4641-bba6-3133ab429cf6: holotype of Brachyscome simulans P.S.Short
Q180736	0b86ae7b-4f06-43a1-a882-af2e0ac4c2be: holotype of Mimosopsis filipes Britton & Rose
Q180737	0b89df7e-032e-4022-8480-fe554760a3f2: isotype of Chevreulia revoluta A.A.Schneid. & R.Trevis.
Q180738	0b8a932c-490c-42a3-98a2-ecea45f27876: isotype of Protium hammelii D.Santam.
Q180739	0b8f2faec60ebbf2f951770e1b2d9bc5: holotype of Tillandsia pinicola I.Ramírez & Carnevali
Q180740	0b976231-6706-4dba-88c3-9ef8387186f3: holotype of Stelis lugoi Luer & Endara
Q180741	0b99447c-fa49-4d31-b66c-552722e70e29: isotype of Kunzea badjaensis Toelken
Q180742	0b995a7675c7101f88d406469fc47a39: holotype of Enriquebeltrania disjuncta De-Nova & Sosa
Q180743	0b9ac977-991c-43b4-8377-bc4c91c70032: isotype of Mimosa polycephala var. taxifolia Barneby
Q180754	0bacffa7-5e85-4efd-8986-0fd8bdf94c35: neotype of Gesneria longiflora Kunth
Q180755	0bae59ca-59eb-4229-9443-1c8c35f8a6be: holotype of Campyloneurum pascoense R.M.Tryon & A.F.Tryon
Q180756	0bae7ecd-1c3d-4ae1-b379-ba795e56ab87: isotype of Grevillea victoriae subsp. brindabella Stajsic
Q180757	0baf7fb563354fc1a313bad03270b7a0: isotype of Xyris stricta var. obscura Kral
Q180758	0bb779e6-703c-4c43-962c-3becf8dd7548: isotype of Dyschoriste poliodes var. obispoensis Henrickson
Q180759	0bb7e119-e180-4dea-a224-dba4a0a27e99: isotype of Boronia interrex R.L.Barrett, M.D.Barrett & Duretto
Q180760	0bcefffb-00b8-48fd-85a5-1a144260ed7e: isotype of Teucrium pilbaranum B.J.Conn
Q180761	0bd94acf-e3f1-4a88-95f4-3f484b8b6d36: isotype of Mimosa adamantina Barneby
Q180762	0bdb3872bbbb30c4a41d30e60e692f2f: holotype of Parathesis baruana Lundell
Q180763	0be053c1-def9-46f3-b0dc-7ca39f95874d: isotype of Meriania fantastica Alvear, Humberto Mend. & Almeda
Q180764	0be0a02d-1ed7-41dc-a0ff-818fbc28a487: holotype of Peristeria cochlearis Garay
Q180765	0be71e09-5d5d-4460-af6c-9abd8cb3fcea: isotype of Nymphaea kakaduensis Hellq., A.Leu & M.L.Moody
Q180766	0beace33-f4b6-4ba7-8e1f-212a4db85345: holotype of Drosera aquatica Lowrie
Q180767	0beae497-4bdc-4348-bfec-84e2d0dd4fb7: isotype of Urceodiscus viridis W.J.de Wilde & Duyfjes
Q180768	0bf2e51a-4662-4ddd-bcdd-1042a6f5c7d5: isotype of Syzygium wilsonii subsp. epigaeum Craven & Biffin
Q180769	0bf5f462-5d9f-426f-92dd-a6b0647d2996: isotype of Passiflora tarminiana Coppens & V.E.Barney
Q180770	0bfeb6c4-ea6f-41b3-9cc9-0ef27097aac3: isotype of Thelymitra viridis Jeanes
Q180771	0c02a69c-2e3b-41f3-818e-44e725dba865: isotype of Duguetia reticulata Maas
Q180772	0c08a092-4b17-4a57-9f71-05c316a4b5fb: isotype of Carex xerophila Janeway & Zika
Q180773	0c0db129-d68c-4a6e-b64c-4dad9c92b20e: isotype of Calamus flavinervis A.J.Hend. & N.Q.Dung
Q180774	0c0ddd44-8ac4-4220-aa5d-1f23794aa54c: lectotype of Fouquieria gigantea Orcutt
Q180775	0c10c68d-81e7-4301-b9a2-d2c9d71b962e: holotype of Thelymitra reflexa Jeanes
Q180776	0c120e91-f274-427a-9ed5-f090c5036a15: holotype of Phoradendron botryoides Kuijt
Q180777	1250012: isotype of Piriqueta douradinha Arbo
Q180778	1250013: isotype of Piriqueta douradinha Arbo
Q180779	1250021: isotype of Piriqueta nanuzae Arbo
Q180780	1250100: isotype of Raputia praetermissa Pirani & Kallunki
Q180781	1250164: isotype of Sauvagesia nitida Zappi & E.Lucas
Q180782	1250172: isotype of Sauvagesia ribeiroi Harley & Giul.
Q180783	1250510: isotype of Tibouchina rubrobracteata R.Romero & P.J.F.Guim.
Q180784	1250626: isotype of Trimezia plicatifolia Chukr
Q180785	1250638: isotype of Turnera amazonica Arbo
Q180786	1250666: holotype of Turnera gardneriana Arbo
Q180787	1250670: lectotype of Turnera glaziovii Urb.
Q180788	1250674: lectotype of Turnera hebepetala Urb.
Q180789	1250676: isotype of Turnera joelii Arbo
Q180790	1250704: isotype of Turnera serrata var. latifolia Urb.
Q180791	1250706: isotype of Turnera serrata var. latifolia Urb.
Q180792	1250729: isotype of Unonopsis bahiensis Maas & Orava
Q180793	1250733: isotype of Unonopsis heterotricha Maas & Westra
Q180794	1250751: isotype of Vellozia armata Mello-Silva
Q180795	1250752: isotype of Vellozia auriculata Mello-Silva & N.L.Menezes
Q180796	1250758: isotype of Vellozia campanuloides Mello-Silva
Q180797	1250759: isotype of Vellozia canelinha Mello-Silva
Q180798	1250760: holotype of Vellozia capiticola L.B.Sm.
Q180799	1250792: isotype of Vellozia gigantea N.L.Menezes & Mello-Silva
Q180800	1250822: isotype of Vellozia sessilis L.B.Sm. ex Mello-Silva
Q180801	1250827: isotype of Vellozia stenocarpa Mello-Silva
Q180802	1250830: isotype of Vellozia tillandsioides Mello-Silva
Q180803	1250839: isotype of Vellozia linearis Mello-Silva
Q180804	1250919: isotype of Votomita roraimensis Morley
Q180805	1250936: isotype of Waltheria coriacea J.G.Saunders
Q180806	1250939: isotype of Waltheria flavovirens J.G.Saunders
Q180807	1250968: isotype of Heliotropium polyphyllum var. blanchetii DC.
Q180808	1251300: isotype of Caesalpinia pluviosa var. cabraliana G.P.Lewis
Q180809	1251301: isotype of Caesalpinia pluviosa var. cabraliana G.P.Lewis
Q180810	1251302: isotype of Caesalpinia pluviosa var. intermedia G.P.Lewis
Q180811	1251303: holotype of Calliandra blanchetii Benth.
Q180812	1251305: isotype of Caesalpinia pluviosa var. sanfranciscana G.P.Lewis
Q180813	1251306: isotype of Caesalpinia pluviosa var. sanfranciscana G.P.Lewis
Q180814	1251307: isotype of Caesalpinia pluviosa var. sanfranciscana G.P.Lewis
Q180815	1251308: isotype of Caesalpinia pluviosa var. sanfranciscana G.P.Lewis
Q180816	1251309: isotype of Caesalpinia pluviosa var. sanfranciscana G.P.Lewis
Q180817	1251318: isotype of Calliandra bahiana var. erythematosa Barneby
Q180818	1251335: isotype of Calliandra hirtiflora var. ripicola Barneby
Q180819	1251344: lectotype of Calliandra leptopoda Benth.
Q180820	1251345: lectotype of Calliandra leptopoda Benth.
Q180821	1251348: isotype of Calliandra lintea Barneby
Q180822	1251353: isotype of Calliandra nebulosa Barneby
Q180823	1251354: isotype of Calliandra paterna Barneby
Q180824	1251355: isotype of Calliandra paterna Barneby
Q180825	1251358: holotype of Camptosema pedicellatum Benth.
Q180826	1251359: holotype of Calliandra semisepulta Barneby
Q180827	1251360: holotype of Calliandra sessilis Benth.
Q180828	1251361: holotype of Calliandra sessilis Benth.
Q180829	1251363: holotype of Calliandra squarrosa Benth.
Q180830	1251365: holotype of Calliandra umbellifera Benth.
Q180831	1251366: holotype of Calliandra umbellifera Benth.
Q180832	1251367: holotype of Calliandra viscidula Benth.
Q180833	1251387: isotype of Canavalia cassidea G.P.Lewis
Q180834	1251411: isotype of Catolesia mentiens D.J.N.Hind
Q180835	1251440: isotype of Chamaecrista amorimii Barneby
Q180836	1251441: isotype of Chamaecrista amorimii Barneby
Q180837	1251443: isotype of Chamaecrista arboae Barneby
Q180838	1251454: holotype of Chamaecrista coradinii H.S.Irwin & Barneby
Q180839	1251455: holotype of Chamaecrista coradinii H.S.Irwin & Barneby
Q180840	1251492: isotype of Chaptalia chapadensis D.J.N.Hind
Q180841	1251503: holotype of Chloroleucon extortum Barneby & J.W.Grimes
Q180842	1251515: isotype of Chusquea nutans L.G.Clark
Q180843	1251689: isotype of Cunila angustifolia Benth.
Q180844	1251825: isotype of Ditassa auriflora Rapini
Q180845	1251899: isotype of Elachyptera coriacea Lombardi
Q180846	1251901: isotype of Eleocharis almensis D.A.Simpson
Q180847	1251918: isotype of Eleocharis olivaceonux D.A.Simpson
Q180848	1251951: isotype of Eriope sincorana Harley
Q180849	1251952: isotype of Eriope sincorana Harley
Q180850	1251953: isotype of Eriope sincorana Harley
Q180851	1251954: isotype of Eriope sincorana Harley
Q180852	1252109: isotype of Harpalyce lanata L.P.Queiroz
Q180853	1252115: isotype of Heliotropium ocellatum Cham.
Q180854	1252116: isotype of Heliotropium ocellatum Cham.
Q180855	1252126: isotype of Hieracium stannardii D.J.N.Hind
Q180856	1252127: isotype of Hieracium stannardii D.J.N.Hind
Q180857	1252139: isotype of Hoehnephytum almasense D.J.N.Hind
Q180858	1252140: isotype of Hoehnephytum almasense D.J.N.Hind
Q180859	1252141: isotype of Hoehnephytum almasense D.J.N.Hind
Q180860	1252212: isotype of Inga unica Barneby & J.W.Grimes
Q180861	1252213: isotype of Inga unica Barneby & J.W.Grimes
Q180862	1252230: isotype of Lagenocarpus compactus D.A.Simpson
Q180863	1252246: isotype of Lasiolaena carvalhoi D.J.N.Hind
Q180864	1252270: holotype of Lippia insignis Moldenke
Q180865	1252306: holotype of Luetzelburgia bahiensis Yakovlev
Q180866	1252307: holotype of Luetzelburgia bahiensis Yakovlev
Q180867	1252320: isotype of Lychnophora sericea D.J.N.Hind
Q180868	1252330: isotype of Malanea harleyi J.H.Kirkbr.
Q180869	1252331: isotype of Malanea harleyi J.H.Kirkbr.
Q180870	1252363: holotype of Marsdenia carvalhoi Morillo & Carnevali
Q180871	1252364: holotype of Marsdenia carvalhoi Morillo & Carnevali
Q180872	1252368: isotype of Marsdenia megalantha Goyder & Morillo
Q180873	1252421: isotype of Mikania glandulosissima W.C.Holmes & D.J.N.Hind
Q180874	1252425: isotype of Mikania jeffreyi D.J.N.Hind
Q180875	1252430: isotype of Mikania nelsonii D.J.N.Hind
Q180876	1252439: holotype of Mimosa adenophylla var. mitis Barneby
Q180877	0c177ab9-fddf-47ea-ba4b-fe398463e16c: holotype of Myrsine youngii Pipoly
Q180878	0c17f063-f0d3-456a-8127-82fe46eba6bd: isotype of Gentianella androsacea J.S.Pringle
Q180879	0c1b2e98-f460-45c9-9ae3-a7b6a05464de: isotype of Hampea lanceolata F.Areces
Q180880	0c1cd00b-ed39-4d49-84df-c8dd8b4d9262: holotype of Ficus turrialbana W.C.Burger
Q180881	0c1e0e12-386b-4f37-be22-3a43c62bea9d: holotype of Heliconia wilsonii G.S.Daniels & F.G.Stiles
Q180882	0c1f5def-ba8b-11e3-8cfe-90b11c41863e: isotype of Dirca mexicana G.L.Nesom & Mayfield
Q180883	0c1f98c8-7d24-4137-9503-f5fcdf81b2ab: holotype of Dacryodes maguipensis Daly & M.C.Martínez
Q180884	0c2491ee39be38b122a5923dacf21322: holotype of Rumfordia floribunda var. jaliscensis R.W.Sanders
Q180885	0c2565dc-ef64-44bb-91b9-1a7bc3e6860c: holotype of Ceratostema nodosum Luteyn
Q180886	0c29d03f-7d7d-402b-af48-a630792c8c9f: isotype of Protium carolense Daly
Q180887	0c2a4aee-b52e-4662-af53-0e0f8cff141b: holotype of Potalia coronata Struwe & V.A.Albert
Q180888	0c2c84cc-4f3d-4f47-90bc-021a83106109: lectotype of Mimosa diplotricha C.Wright
Q180889	0c3366a8-aa04-4bcc-83da-57d31564856d: holotype of Diuris littoralis D.L.Jones & C.J.French
Q180890	0c3374b9-3c4b-404f-9945-0c469ae31208: holotype of Sabazia liebmannii var. hintonii Longpre
Q180891	0c361b11-c78b-4f90-afcc-b5707a77755b: isotype of Zieria odorifera subsp. williamsii Duretto & P.I.Forst.
Q180892	0c3657df-de8c-49d2-8108-416f8764c731: holotype of Eucalyptus wimmerensis subsp. arapilensis Rule
Q180893	0c3bcab1-1eb5-411d-ac8a-ddddb589c032: isotype of Parajubaea torallyi var. microcarpa M.Moraes
Q180894	0c3bff32-cd90-4d75-a56f-a19e74c5bc36: holotype of Byrsonima huberi W.R.Anderson
Q180895	0c3c564c-c348-43ab-88c7-726c4166759e: holotype of Leucopogon wheelerae Hislop
Q180896	0c41b848-e905-444e-a704-7296b453ecfc: isotype of Indigofera rupicola Peter G.Wilson & Rowe
Q180897	0c433514-106f-45e7-be5b-38e699f914a7: isotype of Teucrium modestum A.R.Bean
Q180898	0c442db5-7050-4d85-a543-564836d48c8a: holotype of Echinocereus kuenzleri Castetter, P.Pierce & K.H.Schwer.
Q180899	0c446f8f-04be-40f7-8bef-a73a939b1f83: holotype of Maxillaria grobyoides Garay & Dunst.
Q180900	0c45d414-ecd2-43fd-ba18-2ac45df4a50f: isotype of Collomia wilkenii L.A.Johnson & R.L.Johnson
Q180901	0c47c823-eda8-4c4e-b48d-3651c655b038: isotype of Wenzelia melanesica Swingle
Q180902	0c4a79f4-945c-47c6-b6db-aa3b7ae7374c: isotype of Jaltomata bernardelloana S.Leiva & Mione
Q180903	0c4f667d-edc8-4550-ad1e-043b7538c5cd: isotype of Indigofera fractiflexa subsp. augustensis Peter G.Wilson & Rowe
Q180904	0c50bfe4-96b8-4bd5-887c-acddb79bf33b: lectotype of Cariniana ianeirensis R.Knuth
Q180905	0c546d59-9948-400a-9462-fa0ea57178da: isotype of Spermacoce erythrosepala Harwood
Q180906	0c564940-1e95-429a-a043-c67c44317cb7: holotype of Lepidobolus eurardyensis K.W.Dixon & B.G.Briggs
Q180907	0c568bbc-a21e-4c91-b052-f7b66c9fd2d5: isotype of Mimosa lawranceana Britton & Killip
Q180908	0c581695-1cb9-453b-acbd-bf04ba86f1b4: holotype of Streptopus curvipes Vail
Q180909	0c58a018-a07e-4068-9366-c64964af7f0a: isotype of Mimosa palmetorum Barneby
Q180910	0c5f3d52-cb08-4e64-a965-c3ce922ba0d7: isotype of Mimosa pseudoradula var. crystallites Barneby
Q180911	0c6086a5-0de3-43d0-abb2-b3f2524215da: isotype of Eremophila petrophila subsp. densa Chinnock
Q180912	0c60ebf8-ba8b-11e3-8cfe-90b11c41863e: isotype of Liatris aestivalis G.L.Nesom & O'Kennon
Q180913	0c6163a8-208d-4f7a-91c3-e36a33c99bde: holotype of Paepalanthus duidae var. parvifolius Moldenke
Q180914	0c61c58f-a675-438a-abd0-6669186fe415: isotype of Eriogonum apachense Reveal
Q180915	0c6e8abf-4e7c-4535-968d-fe364cbba291: isotype of Hieracium sparsum subsp. cholomonense Gottschl. & Melikoki
Q180916	0c6f305f-ae8e-4169-b1c9-076cdb9280da: holotype of Lesquerella parviflora Rollins
Q180917	0c709189-aa8d-4c57-b1ee-419af192d09f: isotype of Gonolobus waitukubuliensis Krings
Q180918	0c71c836-e880-4b62-8e5b-3b27e20c2b36: isotype of Symplocos flavifolia Lundell
Q180919	0c729cf0-87a5-494f-823c-a4c315bdf3cb: holotype of Pinus strobiformis var. potosiensis Silba
Q180920	0c78f667-50be-497f-a160-5d7fd38cf2da: isotype of Licaria caribaea Gómez-Laur. & Cascante
Q180921	0c84a990-3f56-4958-9ac5-46dc15a31317: isotype of Carex superata Naczi, Reznicek & B.A.Ford
Q180922	0c895313-673c-402e-b589-b1a0bf055aca: isotype of Turnera glaziovii Urb.
Q180923	0c8d6f5b-78a7-4360-8f65-119cd6cfc98a: lectotype of Vernonia yungasensis Britton
Q180924	0c91f3b9-351a-47b6-928d-12dba987a802: isotype of Eucalyptus nebulosa A.M.Gray
Q180925	0c973e9e-73a0-4457-bc2d-6c8b458da616: isotype of Enekbatus sessilis Trudgen & Rye
Q180926	0c9881a3-c0dc-4aa3-84de-b4935615caa1: isotype of Cladotrichium rubicundum Vogel
Q180927	0c9cf592-442f-4b86-8e0f-4e3b19127b31: isotype of Euplassa semicostata Plana
Q180928	0ca0bb12-a034-40a4-9b9b-8317686f7b91: isotype of Hypocalymma verticillare Rye
Q180929	0ca33814-ba8b-11e3-8cfe-90b11c41863e: holotype of Polypodium appalachianum Haufler & Windham
Q180930	0ca81395-d49d-44b4-a65a-a1e29a966120: isotype of Zygia tetragona Barneby & J.W.Grimes
Q180931	0cac2073-0117-4e96-8de5-d0beb5005b0e: holotype of Lagenocarpus subaphyllus T.Koyama
Q180932	0cace867-f732-4be6-9660-609b1ef64f75: isotype of Eriogonum ursinum S.Watson
Q180933	0cafdccd-dbfc-495b-aebb-9406b58fbfed: holotype of Cassinia macrocephala subsp. storyi Orchard
Q180934	0cb152f6-f522-4ed9-9bcb-243432d863d8: holotype of Festuca molokaiensis Soreng, P.M.Peterson & Catalán
Q180935	0cb89bfa-6dd5-4638-89db-a197513d7567: holotype of Carex formosa Dewey
Q180936	0cbaa5d7-02d3-4611-af6a-d49cbdcf2d92: isotype of Eucalyptus tricarpa subsp. decora Rule
Q180937	0cc006c9-e1a2-4a54-9110-c89fd9f4c30c: isotype of Gundlachia foliosa Britton & S.F.Blake
Q180938	0cc82b04-662b-4dae-9a1c-9187bec2d63f: holotype of Senna pendula var. recondita H.S.Irwin & Barneby
Q180939	0cce795a-4f0e-41e3-ba44-1114439134a1: holotype of Prasophyllum maccannii D.L.Jones & D.T.Rouse
Q180940	0cd33ea5-43d3-4b0c-8965-4d6e28542b00: isotype of Paepalanthus williamsii Moldenke
Q180941	0d09a34cd38b3e6fd97f882eeda80f2a: holotype of Phaseolus albiflorus Freytag & Debouck
Q180942	0d09e363-bf4f-4ac5-a644-44bd6f4043f8: holotype of Dalea mixteca Barneby
Q180943	0d0a4e7b-843b-435f-8d4e-a3fade11b380: isotype of Gamochaeta chionesthes G.L.Nesom
Q180944	0d0e0626-66b1-446c-a640-915b76e69440: isotype of Callistemon wimmerensis Marriott & G.W.Carr
Q180945	0d11f952-3176-4ed8-bec6-64b83c5f3a6a: isotype of Luzula boliviensis Buchenau
Q180946	0d16043b-d9e5-4db4-b792-e18275cf63e4: isotype of Eurya fosbergii Whistler
Q180947	0d1825a5-38a6-4a54-ac30-81e736e2e607: isotype of Cohniella macrocebolleta Cetzal & Carnevali
Q180948	0d1d2435-0c40-45b1-b8f6-6bd7ac30935e: isotype of Xyris stricta var. obscura Kral
Q180949	0d1ee990-54d0-4a5d-878e-2cad3350d159: isotype of Prostanthera tallowa B.J.Conn & T.C.Wilson
Q180950	0d21c129-3c3e-4bfd-a8a4-13dde2a276c5: holotype of Diodia ciliata Britton & P.Wilson
Q180951	0cd8308d-5647-4295-85ba-8e2477be8ed2: lectotype of Canavalia sericea var. cuspidata O.Deg. & I.Deg.
Q180952	0cd9b4e9-4ce9-4d70-823a-308fe6ec7f38: isotype of Goodenia crescentiloba K.A.Sheph. & Lepschi
Q180953	0ce0494d-712c-40a0-9572-65c3e39fa4e4: holotype of Leucopogon stokesii Hislop
Q180954	0ce27b69-1525-4b5e-8fa2-a8c46002a96c: lectotype of Norantea droseriformis Rusby ex Gilg & Werderm.
Q180955	0cef0618-f16c-4a48-bbd5-3a50331b8662: isotype of Phoradendron granvillei Kuijt
Q180956	0cfa9592-e2a6-4eca-9b05-4418597e8fd5: isotype of Schoenocaulon lauricola McVaugh ex Frame
Q180957	0cfbd29d-e06c-4e49-92d5-7cdaf993103c: holotype of Silene krantzii Stoughton
Q180958	0cfcfcbc-3ba2-4605-baa6-9a21cec161bb: isotype of Geonoma meridionalis Lorenzi
Q180959	0d0594a9-b03b-4de2-94ad-e8311d008d3a: holotype of Dyschoriste mcvaughii T.F.Daniel
Q180960	0d0630bb-ba8b-11e3-8cfe-90b11c41863e: holotype of Echinacea angustifolia var. strigosa McGregor
Q180961	0d2766b0-c528-41f3-b478-12a772787055: holotype of Unonopsis osae Maas & Westra
Q180962	0d2eaf7b-5712-4309-9682-9f8a765b5b53: holotype of Guatteria cinnamomea D.R.Simpson
Q180963	0d320822-92a7-4eae-bd95-1736399865cd: isotype of Pseudanthus ballingalliae Halford & R.J.F.Hend.
Q180964	0d35264a-bec3-4620-be6f-6247325c7d8f: isotype of Roebuckia lathamensis P.S.Short
Q180965	0d36e55b-2539-4184-85de-733afb194061: holotype of Persoonia manotricha A.S.Markey & R.Butcher
Q180966	0d39b222-c5c4-4b82-a759-f7f8ac40e920: holotype of Hiraea morii W.R.Anderson
Q180967	0d3a0d33-230f-4fb7-9773-25b3e36175ed: isotype of Mimosa carvalhoi Barneby
Q180968	0d3b8aa4-11f6-4c66-879e-91446e734c44: holotype of Eremophila hamulata Buirchell & A.P.Br.
Q180969	0d3d005e-3026-45fb-859a-69e21a31c67f: holotype of Orthaea merumensis Maguire, Steyerm. & Luteyn
Q180970	0d43cfbb-ce23-4d78-8267-f23d5b3a2059: holotype of Bossiaea aurantiaca J.H.Ross
Q180971	0d45d8706ce59fd6334383b90fcad642: holotype of Euphorbia scopulorum var. nuda M.C.Johnst.
Q180972	0d4d6c92-dce8-4e5d-9a4c-93ee92955960: isotype of Solanum mandonis var. dryophyllum Bitter
Q180973	0d4f3470-55af-4cb8-bfdc-2e328b16867a: holotype of Sida ectogama W.R.Barker & R.M.Barker
Q180974	0d552c15-a6db-47ff-9869-a46ef2a11fe3: isotype of Rhynchospora monostachya Boeckeler
Q180975	0d5ae547-e6b4-4fd5-bee4-01689094a473: isotype of Eschweilera roseocalyx J.E.Bat., S.A.Mori & J.S.Harrison
Q180976	0d64df43-fdfd-445c-aacf-cd612cfd1e3e: isotype of Calostemma abdicatum P.J.Lang
Q180977	0541c94e-e3cb-480a-8b55-65372ab1fe6b: holotype of Macrocarpaea maguirei Weaver & J.R.Grant
Q180978	05437ec9-16c2-446a-a9d8-5c20a7fd42d0: isotype of Philodendron antonioanum Croat
Q180979	054449bd-2407-489e-a8d9-f6201eb69057: isotype of Spyridium fontis-woodii Kellermann & W.R.Barker
Q180980	0545c773-7e32-41b1-86e9-f8c160b7f517: isotype of Cirsium arizonicum var. tenuisectum D.J.Keil
Q180981	055286f7-5c9a-44df-aa90-8c0800aa6ab4: holotype of Mascagnia guianensis W.R.Anderson
Q180982	0553619b-15c1-4d6d-9559-bb0c17f64c47: isotype of Leucopogon canaliculatus Hislop
Q180983	0554589e-b050-49c3-9f62-f71f75a681a8: isotype of Taonabo pringlei Rose
Q180984	055957d0-c2fd-41af-85e5-c46a7a15ca10: isotype of Dahlia spectabilis Saar & P.D.Sørensen
Q180985	055F8D67-B616-44BB-9A13-021200724330: holotype of Melicytus venosus Courtney, Heenan, Molloy & de Lange
Q180986	055bb954-9ee9-4e0f-ae9e-c880c1bd73c0: holotype of Thelypteris tapantensis A.R.Sm. & Lellinger
Q180987	055e688b-0983-4d07-aaac-18eab0c3475c: isotype of Cryptandra triplex K.R.Thiele ex Kellermann
Q180988	0560bd9b-aa2f-4ef6-b13d-d6f17e2f8b8e: isotype of Mentzelia todiltoensis N.D.Atwood & S.L.Welsh
Q180989	056bf67a-ba8b-11e3-8cfe-90b11c41863e: isotype of Xyris stricta var. obscura Kral
Q180990	056e6c42-259d-400d-907c-75f42d6e8e29: lectotype of Parosela carnescens Rydb.
Q180991	05704213-085f-4189-9670-53e35f4ce444: holotype of Turnera annectens Arbo
Q180992	0573dd527444a2064b2cf1d6d08ac5b2: holotype of Cohniella leptotifolia Cetzal & Carnevali
Q180993	0574da12-d88f-4194-b237-06ce7e7d0b86: isotype of Eriogonum ochrocephalum subsp. calcareum S.Stokes
