fullname	ipni	authorship	taxonKey	taxonRank	rank
Brosimum multinervium C.C.Berg	305978-2	C.C.Berg	3763023	species	Q16
Brosimum parinarioides Ducke	37302-2	Ducke	3762924	species	Q16
Browallia eludens Van Devender & P.D.Jenkins	301992-2	Van Devender & P.D.Jenkins	2932936	species	Q16
Browallia guzmangoa S.Leiva	77153986-1	S.Leiva	8747143	species	Q16
Browallia longitubulata S.Leiva	77153987-1	S.Leiva	8306607	species	Q16
Browallia mirabilis S.Leiva	305235-2	S.Leiva	3800559	species	Q16
Browallia pallascana S.Leiva, J.Jara & Tantalean	77215184-1	S.Leiva, J.Jara & Tantalean	11147199	species	Q16
Brownea chocoana Quiñones	318469-2	Quiñones	3931598	species	Q16
Brownea jaramilloi Á.J.Pérez & Klitg.	77123562-1	Á.J.Pérez & Klitg.	8875403	species	Q16
Brownea peruviana J.F.Macbr.	312210-2	J.F.Macbr.	2970437	species	Q16
Brownea santanderensis Quiñones	302132-2	Quiñones	2970478	species	Q16
Browningia hernandezii Fern.Alonso	77073669-1	Fern.Alonso	3946525	species	Q16
Brunellia brittonii Rusby	273529-2	Rusby	5643487	species	Q16
Brunellia cutervensis Cuatrec.	273532-2	Cuatrec.	5643463	species	Q16
Brunellia darienensis Cuatrec. & D.M.Porter	37469-2	Cuatrec. & D.M.Porter	5643524	species	Q16
Brunellia espinalii Cuatrec.	273534-2	Cuatrec.	5643533	species	Q16
Brunellia gentryi Cuatrec.	273535-2	Cuatrec.	5643472	species	Q16
Brunellia hiltyana Cuatrec.	273536-2	Cuatrec.	5643507	species	Q16
Brunellia morii Cuatrec.	273538-2	Cuatrec.	5643519	species	Q16
Brunellia neblinensis Steyerm. & Cuatrec.	273539-2	Steyerm. & Cuatrec.	5643505	species	Q16
Brunellia pitayensis Cuatrec.	273540-2	Cuatrec.	5643474	species	Q16
Brunellia propinqua subsp. susaconensis Cuatrec.	273541-2	Cuatrec.	5643550	subspecies	Q17
Brunfelsia australis Benth.	37517-2	Benth.	3800200	species	Q16
Brunfelsia boliviana Plowman	37518-2	Plowman	3800185	species	Q16
Brunfelsia burchellii Plowman	37522-2	Plowman	3800149	species	Q16
Brunfelsia cabiesesiana J.G.Graham	77158825-1	J.G.Graham	9321601	species	Q16
Brunfelsia clandestina Plowman	37530-2	Plowman	3800082	species	Q16
Brunfelsia grandiflora subsp. schultesii Plowman	37534-2	Plowman	3800009	subspecies	Q17
Brunfelsia guianensis Benth.	316459-2	Benth.	3799995	species	Q16
Brunfelsia imatacana Plowman	37543-2	Plowman	3799937	species	Q16
Brunfelsia macrocarpa Plowman	37546-2	Plowman	3799873	species	Q16
Brunfelsia plowmaniana Filipowicz & M.Nee	77118230-1	Filipowicz & M.Nee	7833301	species	Q16
Buchenavia hoehneana N.F.Mattos	37627-2	N.F.Mattos	3698698	species	Q16
Buchnera carajasensis Scatigna & N.Mota	77161219-1	Scatigna & N.Mota	9861453	species	Q16
Buchnera nordestina Scatigna	77299355-1	Scatigna	10834657	species	Q16
Buchnera rubriflora Philcox	37666-2	Philcox	8174028	species	Q16
Buchtienia rosea Garay	37679-2|311870-2	Garay	2846984	species	Q16
Buddleja bordignonii G.P.Coelho & Miotto	77176419-1	G.P.Coelho & Miotto	9795732	species	Q16
Buddleja ibarrensis E.M.Norman	37755-2	E.M.Norman	4055489	species	Q16
Buddleja subcapitata E.D.Liu & H.Peng	77063789-1	E.D.Liu & H.Peng	4055461	species	Q16
Bufonia takhtajanii Nersesian	20009109-1	Nersesian	3814943	species	Q16
Bulbine crassa D.I.Morris & Duretto	77073679-1	D.I.Morris & Duretto	5705905	species	Q16
Bulbine pendula Keighery	77066085-1	Keighery	5304841	species	Q16
Bulbinella calcicola J.C.Manning & Goldblatt	77122946-1	J.C.Manning & Goldblatt	8306808	species	Q16
Bulbophyllum bernadetteae J.-B.Castillon	77133103-1	J.-B.Castillon	7403228	species	Q16
Bulbophyllum blepharochilum Garay	1010137-1	Garay	2845513	species	Q16
Bulbophyllum bohnkeanum Campacci	77096152-1	Campacci	3651351	species	Q16
Bulbophyllum boudetianum Fraga	60429860-2	Fraga	2843853	species	Q16
Bulbophyllum brevipedunculatum T.C.Hsu & S.W.Chung	77090790-1	T.C.Hsu & S.W.Chung	2843506	species	Q16
Bulbophyllum calimanianum V.P.Castro & G.F.Carr	77080335-1	V.P.Castro & G.F.Carr	2844142	species	Q16
Bulbophyllum carassense R.C.Mota, F.Barros & Stehmann	77105251-1	R.C.Mota, F.Barros & Stehmann	5826605	species	Q16
Bulbophyllum caudatum L.O.Williams	618546-1	L.O.Williams	2845043	species	Q16
Bulbophyllum chionanthum J.J.Verm., Schuit. & de Vogel	77194135-1	J.J.Verm., Schuit. & de Vogel	10864627	species	Q16
Bulbophyllum ciluliae Bianch. & J.A.N.Bat.	77065621-1	Bianch. & J.A.N.Bat.	2843320	species	Q16
Bulbophyllum cirrhosum L.O.Williams	37931-2	L.O.Williams	2844613	species	Q16
Bulbophyllum cochinealloides Hermans & Gamisch	77214535-1	Hermans & Gamisch	12199488	species	Q16
Bulbophyllum cryptophoranthoides Garay	1010138-1	Garay	2845520	species	Q16
Bulbophyllum dacruzii Campacci	60453661-2	Campacci	6315836	species	Q16
Bulbophyllum ecornutoides Cootes & W.Suarez	77080245-1	Cootes & W.Suarez	9574503	species	Q16
Bulbophyllum fendlerianum E.C.Smidt & P.J.Cribb	77092394-1	E.C.Smidt & P.J.Cribb	2845156	species	Q16
Bulbophyllum foetidilabrum Ormerod	20003658-1	Ormerod	2843473	species	Q16
Bulbophyllum freyi V.P.Castro & Speckm.	77129141-1	V.P.Castro & Speckm.	8939154	species	Q16
Bulbophyllum gomesii Fraga	1012120-1|319221-2	Fraga	2846059	species	Q16
Bulbophyllum hapalanthos Garay	1010139-1	Garay	2845098	species	Q16
Bulbophyllum hatschbachianum E.C.Smidt & Borba	77102553-1	E.C.Smidt & Borba	5951071	species	Q16
Bulbophyllum inhaiense V.P.Castro & K.G.Lacerda	77100177-1	V.P.Castro & K.G.Lacerda	5951092	species	Q16
Bulbophyllum involutum Borba, Semir & F.Barros	315883-2	Borba, Semir & F.Barros	2846039	species	Q16
Bulbophyllum kautskyi Toscano	320630-2	Toscano	2844092	species	Q16
Bulbophyllum kupense P.J.Cribb & B.J.Pollard	60435877-2	P.J.Cribb & B.J.Pollard	2843304	species	Q16
Bulbophyllum labatii Bosser	60436050-2	Bosser	2843285	species	Q16
Bulbophyllum lanterna Hermans	77218373-1	Hermans	12204949	species	Q16
Bulbophyllum nasseri Garay	1010141-1	Garay	2843396	species	Q16
Bulbophyllum nocturnum J.J.Verm., de Vogel, Schuit. & A.Vogel	77115791-1	J.J.Verm., de Vogel, Schuit. & A.Vogel	7557855	species	Q16
Bulbophyllum nudicaule J.J.Verm., Schuit. & de Vogel	77219113-1	J.J.Verm., Schuit. & de Vogel	10826053	species	Q16
Bulbophyllum pitengoense Campacci	60453662-2	Campacci	6315835	species	Q16
Bulbophyllum pleurothallidanthum Garay	1010143-1	Garay	2843976	species	Q16
Bulbophyllum praetervisum J.J.Verm.	20009098-1	J.J.Verm.	2843112	species	Q16
Bulbophyllum recurvilabre Garay	1010144-1	Garay	2845770	species	Q16
Bulbophyllum reginaldoi Campacci	77102360-1	Campacci	5951072	species	Q16
Bulbophyllum rinkei Thoerle & W.A.Phillips	77203565-1	Thoerle & W.A.Phillips	10898832	species	Q16
Bulbophyllum saronae Garay	1010145-1	Garay	2842789	species	Q16
Bulbophyllum saurocephalum subsp. oncoglossum W.Suarez	77114693-1	W.Suarez	9574503	subspecies	Q17
Bulbophyllum schaiblei Cootes & Naive	77163481-1	Cootes & Naive	9574503	species	Q16
Bulbophyllum schmidii Garay	1010146-1	Garay	2843515	species	Q16
Bulbophyllum seabrense Campacci	77096153-1	Campacci	3649610	species	Q16
Bulbophyllum siederi Garay	1010147-1	Garay	2844590	species	Q16
Bulbophyllum sordidum Lindl.	37978-2	Lindl.	2843854	species	Q16
Bulbophyllum stagmatoglossum J.J.Verm., Schuit. & de Vogel	77219106-1	J.J.Verm., Schuit. & de Vogel	10714973	species	Q16
Bulbophyllum tahitense subsp. butaudianum Marg.	77120267-1	Marg.	7897578	subspecies	Q17
Bulbophyllum teinodragma J.J.Verm., Schuit. & de Vogel	77219108-1	J.J.Verm., Schuit. & de Vogel	10733365	species	Q16
Bulbophyllum uroplatoides Hermans & G.A.Fisch.	77105242-1	Hermans & G.A.Fisch.	6315872	species	Q16
Bulbophyllum vinosum Schltr.	37986-2	Schltr.	2844946	species	Q16
Bulbostylis carajana Kral & M.T.Strong	318889-2	Kral & M.T.Strong	5292478	species	Q16
Bulbostylis communis var. scabrida M.G.López & D.A.Simpson	77117170-1	M.G.López & D.A.Simpson	7750583	variety	Q18
Bulbostylis cupricola subsp. mucronata Browning	77206982-1	Browning	12215543	subspecies	Q17
Bulbostylis decidua Prata & M.G.López	77176313-1	Prata & M.G.López	10837216	species	Q16
Bulbostylis eleocharoides Kral & M.T.Strong	1012335-1|318890-2	Kral & M.T.Strong	5292429	species	Q16
Bulbostylis hispidula subsp. capitata Verdc.	77107814-1	Verdc.	6311141	subspecies	Q17
Bulbostylis itremoensis Lye ex Rasam.	77295612-1	Lye ex Rasam.	12184290	species	Q16
Bulbostylis lanata DC.	38063-2	DC.	2719575	species	Q16
Bulbostylis latifolia Kral & M.T.Strong	318891-2	Kral & M.T.Strong	5292238	species	Q16
Bulbostylis lolokweensis Verdc.	77107820-1	Verdc.	6311122	species	Q16
Bulbostylis lombardii Kral & M.T.Strong	318892-2	Kral & M.T.Strong	5292500	species	Q16
Bulbostylis meruensis Verdc.	77107819-1	Verdc.	6311124	species	Q16
Bulbostylis minensis Prata & M.G.López	77176314-1	Prata & M.G.López	10776228	species	Q16
Bulbostylis mlangoyajehenum Verdc.	77107815-1	Verdc.	6311108	species	Q16
Bulbostylis pachypoda Kral & M.T.Strong	318893-2	Kral & M.T.Strong	5292340	species	Q16
Bulbostylis spectabilis Kral & M.T.Strong	318895-2	Kral & M.T.Strong	5292232	species	Q16
Bulbostylis splendens M.T.Strong	301059-2	M.T.Strong	5292262	species	Q16
Bulbostylis subtilis M.G.López	77090301-1	M.G.López	5292405	species	Q16
Bulbostylis wanderleyana Prata & M.G.López	77176315-1	Prata & M.G.López	10806328	species	Q16
Bulnesia rivas-martinezii G.Navarro	300524-2	G.Navarro	3986981	species	Q16
Bumelia altamiranoi Rose & Standl.	310294-2	Rose & Standl.	2887106	species	Q16
Bumelia cartilaginea Cronquist	307355-2	Cronquist	2886950	species	Q16
Bumelia celastrina Kunth	306245-2	Kunth	2886890	species	Q16
Bumelia contrerasii Lundell	307356-2|38145-2	Lundell	2886968	species	Q16
Bumelia durangensis Lundell	38152-2	Lundell	2886865	species	Q16
Bumelia eggersii Pierre	310095-2	Pierre	2886882	species	Q16
Bumelia eriocarpa Greenm. & Conz.	310649-2	Greenm. & Conz.	2887219	species	Q16
Bumelia hondurensis Lundell	310579-2|38170-2	Lundell	2887235	species	Q16
Bumelia horrida Griseb.	309902-2	Griseb.	2887046	species	Q16
Bumelia sartorum var. latifolia Miq.	304363-2	Miq.	2887120	variety	Q18
Bumelia sebolana Lundell	38254-2	Lundell	4014523	species	Q16
Bumelia thornei Cronquist	310520-2	Cronquist	2887268	species	Q16
Bumelia verruculosa Cronquist	311753-2	Cronquist	2886917	species	Q16
Bunchosia acuminata Dobson	38268-2	Dobson	3984154	species	Q16
Bunchosia andina W.R.Anderson	77215209-1	W.R.Anderson	11189147	species	Q16
Bunchosia anomala W.R.Anderson	304223-2	W.R.Anderson	3984119	species	Q16
Bunchosia articulata Dobson	38273-2	Dobson	3984072	species	Q16
Bunchosia berlinii W.R.Anderson	273559-2	W.R.Anderson	3984052	species	Q16
Bunchosia breedlovei W.R.Anderson	77144163-1	W.R.Anderson	7679332	species	Q16
Bunchosia brevistyla W.R.Anderson	305757-2	W.R.Anderson	3984007	species	Q16
Bunchosia brevisurcularis Dobson	38277-2	Dobson	3983998	species	Q16
Bunchosia caroli W.R.Anderson	315774-2	W.R.Anderson	3983950	species	Q16
Bunchosia cauliflora W.R.Anderson	315388-2	W.R.Anderson	3983942	species	Q16
Bunchosia cruciana W.R.Anderson	77144164-1	W.R.Anderson	8137917	species	Q16
Bunchosia cuscana W.R.Anderson	77153864-1	W.R.Anderson	8895662	species	Q16
Bunchosia decussiflora W.R.Anderson	38281-2	W.R.Anderson	3983889	species	Q16
Bunchosia dwyeri Cuatrec. & Croat	38284-2	Cuatrec. & Croat	3983841	species	Q16
Bunchosia grayumii W.R.Anderson	321996-2|20000381-1	W.R.Anderson	3983656	species	Q16
Bunchosia guadalajarensis S.Watson	38299-2	S.Watson	3983644	species	Q16
Bunchosia hedraiophylla W.R.Anderson	77153866-1	W.R.Anderson	8875071	species	Q16
Bunchosia itacarensis W.R.Anderson	302758-2	W.R.Anderson	3983555	species	Q16
Bunchosia lindeniana A.Juss.	303745-2	A.Juss.	7285177	species	Q16
Bunchosia linearifolia subsp. barahonica P.A.González	77105970-1	P.A.González	7798567	subspecies	Q17
Bunchosia luzmariae W.R.Anderson	315773-2	W.R.Anderson	3983432	species	Q16
Bunchosia macilenta Dobson	38315-2	Dobson	3983418	species	Q16
Bunchosia mcvaughii W.R.Anderson	38321-2	W.R.Anderson	3983355	species	Q16
Bunchosia mesoamericana W.R.Anderson	20000382-1|321997-2	W.R.Anderson	3983329	species	Q16
Bunchosia neillii W.R.Anderson	77153867-1	W.R.Anderson	8904658	species	Q16
Bunchosia parrae W.R.Anderson	77215210-1	W.R.Anderson	11169715	species	Q16
Bunchosia pernambucana W.R.Anderson	315389-2	W.R.Anderson	3983169	species	Q16
Bunchosia petraea W.R.Anderson	315390-2	W.R.Anderson	3983151	species	Q16
Bunchosia phaeocarpa W.R.Anderson	77215211-1	W.R.Anderson	11132873	species	Q16
Bunchosia plowmanii W.R.Anderson	273560-2	W.R.Anderson	3983110	species	Q16
Bunchosia praecox W.R.Anderson	38337-2	W.R.Anderson	3983085	species	Q16
Bunchosia retusa Triana & Planch.	38342-2	Triana & Planch.	3983038	species	Q16
Bunchosia soejartoi W.R.Anderson	77144165-1	W.R.Anderson	8304307	species	Q16
Bunchosia stipulacea W.R.Anderson	321998-2|20000383-1	W.R.Anderson	3982991	species	Q16
Bunchosia ternata Dobson	38347-2	Dobson	3982960	species	Q16
Bunchosia thaumatothrix W.R.Anderson	315391-2	W.R.Anderson	3982952	species	Q16
Bunchosia tutensis Dobson	38348-2	Dobson	3982942	species	Q16
Bunchosia ursana W.R.Anderson	301678-2	W.R.Anderson	3982935	species	Q16
Bunchosia veluticarpa W.R.Anderson	301679-2	W.R.Anderson	3982927	species	Q16
Bunchosia volcanica W.R.Anderson	273561-2	W.R.Anderson	3982919	species	Q16
Bungarimba kahayanensis K.M.Wong	77063587-1	K.M.Wong	2899601	species	Q16
Bungarimba papuana K.M.Wong	77063588-1	K.M.Wong	2899600	species	Q16
Bungarimba ridsdalei K.M.Wong	77063589-1	K.M.Wong	2899602	species	Q16
Bunochilus barringtonensis D.L.Jones	77079902-1	D.L.Jones	6316256	species	Q16
Bunochilus chocolatinus D.L.Jones	77079904-1	D.L.Jones	6316257	species	Q16
Bunochilus crassus D.L.Jones	77079909-1	D.L.Jones	2847480	species	Q16
Bunochilus diminutus D.L.Jones	77079901-1	D.L.Jones	2847384	species	Q16
Bunochilus flavovirens D.L.Jones	77079913-1	D.L.Jones	2847525	species	Q16
Bunochilus lineatus D.L.Jones	77079903-1	D.L.Jones	6316268	species	Q16
Bunochilus littoralis D.L.Jones	77079914-1	D.L.Jones	2847367	species	Q16
Bunochilus loganii D.L.Jones	77079900-1	D.L.Jones	2847358	species	Q16
Bunochilus macilentus D.L.Jones	77079898-1	D.L.Jones	2847292	species	Q16
Bunochilus macrosepalus D.L.Jones	77079907-1	D.L.Jones	5826743	species	Q16
Bunochilus major D.L.Jones	77079896-1	D.L.Jones	6316271	species	Q16
Bunochilus montanus D.L.Jones	77079899-1	D.L.Jones	2847448	species	Q16
Bunochilus parcus D.L.Jones	77079905-1	D.L.Jones	6316277	species	Q16
Bunochilus prasinus D.L.Jones	77079915-1	D.L.Jones	2847560	species	Q16
Bunochilus stenosepalus D.L.Jones	77079912-1	D.L.Jones	6316246	species	Q16
Bunochilus tenuis D.L.Jones	77079910-1	D.L.Jones	6316263	species	Q16
Bunochilus umbrinus D.L.Jones	77079908-1	D.L.Jones	6316258	species	Q16
Bunochilus vitreus D.L.Jones	77079897-1	D.L.Jones	3653575	species	Q16
Bupleurum uechtritzianum Stoyanov	77105304-1	Stoyanov	7742502	species	Q16
Burdachia prismatocarpa var. loretoensis W.R.Anderson	38370-2	W.R.Anderson	3982877	variety	Q18
Burmeistera antioquensis Garzón & J.M.Vélez	77134688-1	Garzón & J.M.Vélez	8734334	species	Q16
Burmeistera arbusculifera Lammers	323862-2|20006866-1	Lammers	3161653	species	Q16
Burmeistera brighamioides Lammers	20006867-1|323863-2	Lammers	3161611	species	Q16
Burmeistera bullatifolia Garzón & F.González	77134689-1	Garzón & F.González	8966876	species	Q16
Burmeistera caudatifolia Al.Rodr. & D.Solano	60476541-2	Al.Rodr. & D.Solano	10701776	species	Q16
Burmeistera chiriquiensis Wilbur	38416-2	Wilbur	3161682	species	Q16
Burmeistera darienensis Wilbur	38430-2	Wilbur	3161597	species	Q16
Burmeistera dukei Wilbur	38433-2	Wilbur	3161696	species	Q16
Burmeistera erosa Mashburn	77254981-1	Mashburn	12203415	species	Q16
Burmeistera fimbriata Lammers	323864-2|20006868-1	Lammers	3161673	species	Q16
Burmeistera flava Al.Rodr. & D.Solano	60476542-2	Al.Rodr. & D.Solano	10880734	species	Q16
Burmeistera hippobromoides Lammers	20006869-1|323865-2	Lammers	3161695	species	Q16
Burmeistera kirkbridei Wilbur	38445-2	Wilbur	3161703	species	Q16
Burmeistera knaphusii Lammers	323866-2|20006871-1	Lammers	3161690	species	Q16
Burmeistera luteynii Garzón & J.M.Vélez	77134690-1	Garzón & J.M.Vélez	9177943	species	Q16
Burmeistera maui D.Solano & Al.Rodr.	60476543-2	D.Solano & Al.Rodr.	10810197	species	Q16
Burmeistera mcvaughii Wilbur	38457-2	Wilbur	3161638	species	Q16
Burmeistera minutiflora Garzón & F.González	77124723-1	Garzón & F.González	9044815	species	Q16
Burmeistera panamensis Wilbur	38472-2	Wilbur	3161557	species	Q16
Burmeistera pterifolia A.F.Vallejo, Á.J.Pérez & Muchhala	77187547-1	A.F.Vallejo, Á.J.Pérez & Muchhala	10855137	species	Q16
Burmeistera racemiflora Lammers	315967-2	Lammers	3161672	species	Q16
Burmeistera smaragdi Lammers	20006872-1|323867-2	Lammers	3161704	species	Q16
Burmeistera toroensis Wilbur	38500-2	Wilbur	3161668	species	Q16
Burmeistera valdiviana Mashburn	77254989-1	Mashburn	12248902	species	Q16
Burmeistera venezuelensis Lammers	315968-2	Lammers	3161574	species	Q16
Burmeistera villosa F.González & Luteyn	77205674-1	F.González & Luteyn	12266524	species	Q16
Burmeistera xiniae Al.Rodr. & D.Solano	77219223-1	Al.Rodr. & D.Solano	12255540	species	Q16
Burmeistera zamorensis Muchhala & Á.J.Pérez	77153449-1	Muchhala & Á.J.Pérez	9602880	species	Q16
Burrielia hirsuta Nutt.	322399-2	Nutt.	3144232	species	Q16
Burrielia leptalea A.Gray	38523-2	A.Gray	4226666	species	Q16
Bursaria cayzerae I.Telford & L.M.Copel.	77154432-1	I.Telford & L.M.Copel.	9086224	species	Q16
Bursera altijuga Rzed., Calderón & Medina	60431776-2	Rzed., Calderón & Medina	3993304	species	Q16
Bursera chemapodicta Rzed. & E.Ortiz	38563-2	Rzed. & E.Ortiz	3992830	species	Q16
Bursera esparzae Rzed., Calderón & Medina	60431777-2	Rzed., Calderón & Medina	3992433	species	Q16
Bursera gibarensis M.C.Martínez, Daly & J.Pérez	77131440-1	M.C.Martínez, Daly & J.Pérez	8190931	species	Q16
Bursera heliae Rzed. & Calderón	324246-2|20007586-1	Rzed. & Calderón	3993888	species	Q16
Bursera infernidialis Guevara & Rzed.	38615-2	Guevara & Rzed.	3993698	species	Q16
Bursera inversa Daly	300585-2	Daly	3993628	species	Q16
Bursera isthmica Rzed. & Calderón	324247-2|20007587-1	Rzed. & Calderón	3993610	species	Q16
Bursera laurihuertae Rzed. & Calderón	320908-2	Rzed. & Calderón	3993442	species	Q16
Bursera madrigalii Rzed. & Calderón	60441372-2	Rzed. & Calderón	3993207	species	Q16
Bursera martae J.Jiménez Ram. & Cruz Durán	321649-2|20001183-1	J.Jiménez Ram. & Cruz Durán	3993171	species	Q16
Bursera medranoana Rzed. & E.Ortiz	273571-2	Rzed. & E.Ortiz	3993143	species	Q16
Bursera paradoxa Guevara & Rzed.	38651-2	Guevara & Rzed.	3992706	species	Q16
Bursera pereirae Daly	60466892-2	Daly	7628174	species	Q16
Bursera pontiveteris Rzed., Calderón & Medina	60431779-2	Rzed., Calderón & Medina	3992632	species	Q16
Bursera sarcopoda Paul G.Wilson	273574-2	Paul G.Wilson	3992405	species	Q16
Bursera sarukhanii Guevara & Rzed.	38662-2	Guevara & Rzed.	3994351	species	Q16
Bursera silviae Rzed. & Calderón	60447084-2	Rzed. & Calderón	3994216	species	Q16
Bursera simplex Rzed. & Calderón	60441373-2	Rzed. & Calderón	3994155	species	Q16
Bursera spinescens Urb. & Ekman	311034-2	Urb. & Ekman	3994087	species	Q16
Bursera toledoana Rzed. & Calderón	60447085-2	Rzed. & Calderón	3993816	species	Q16
Bursera velutinifolia R.S.Cowan	273576-2	R.S.Cowan	3993611	species	Q16
Bursera xochipalensis Rzed.	38695-2	Rzed.	3993573	species	Q16
Bursera yaterensis M.C.Martínez, Daly & J.Pérez	77160673-1	M.C.Martínez, Daly & J.Pérez	9590935	species	Q16
Burseranthe pinnata Rizzini	38696-2	Rizzini	3852573	species	Q16
Bussea sakalava Du Puy & R.Rabev.	20004544-1	Du Puy & R.Rabev.	2977392	species	Q16
Butia buenopolensis B.F.Sant'Anna-Santos	77216115-1	B.F.Sant'Anna-Santos	11756129	species	Q16
Butia marmorii Noblick	60445086-2	Noblick	2736241	species	Q16
Butia microspadix Burret	38720-2	Burret	2736245	species	Q16
Butia witeckii K.Soares & S.J.Longhi	77141118-1	K.Soares & S.J.Longhi	8066791	species	Q16
Buxus calcarea G.E.Schatz & Lowry	20010523-1	G.E.Schatz & Lowry	3987985	species	Q16
Buxus capuronii G.E.Schatz & Lowry	20010524-1	G.E.Schatz & Lowry	3987949	species	Q16
Buxus cipolinica Lowry & G.E.Schatz	77075367-1	Lowry & G.E.Schatz	3988125	species	Q16
Buxus humbertii G.E.Schatz & Lowry	20010525-1	G.E.Schatz & Lowry	3988152	species	Q16
Buxus itremoensis G.E.Schatz & Lowry	20010526-1	G.E.Schatz & Lowry	3988085	species	Q16
Buxus moctezumae Eg.Köhler, R.Fernández & Zamudio	317975-2	Eg.Köhler, R.Fernández & Zamudio	3988156	species	Q16
Buxus monticola G.E.Schatz & Lowry	20010527-1	G.E.Schatz & Lowry	3988133	species	Q16
Buxus moratii G.E.Schatz & Lowry	20010528-1	G.E.Schatz & Lowry	3988123	species	Q16
Buxus sirindhorniana W.K.Soh, von Sternb., Hodk. & J.Parn.	77141788-1	W.K.Soh, von Sternb., Hodk. & J.Parn.	10674432	species	Q16
